Id,SalaryNormalized
60831635,28000
60905059,35000
61206091,30000
61223790,21500
61259969,30000
61261058,45000
61275513,35000
61275738,35000
61280832,35000
61281674,27500
61281963,35000
61282018,28800
61293514,40000
61341390,25000
61372395,30000
61416142,35000
61437208,20000
61437230,28000
61437259,28000
61437260,30000
61437329,28000
61437337,28000
61445871,35000
61445884,14400
61445888,35000
61445893,25000
61484383,11884
61503959,35000
61569088,50000
61572976,35000
61728812,24000
61826967,30000
61835178,19200
61835966,35000
61874592,35000
61911491,35000
61935807,16800
61936416,30000
61936483,30000
61936493,35000
61936548,30000
61936561,30000
62003114,20000
62003252,30000
62003644,35000
62003694,18000
62003755,24000
62003859,20000
62003918,35000
62003993,15360
62004124,35000
62004155,35000
62004190,20000
62004302,30000
62004316,18000
62004373,35000
62004381,19200
62004403,30000
62004416,25000
62004438,35000
62004440,25000
62004455,30000
62004478,27500
62004496,30000
62004498,30000
62004551,25000
62004564,25000
62004631,18000
62004693,11884
62004718,30000
62004728,18000
62004749,30000
62004764,28800
62004786,30000
62004836,22500
62004918,35000
62004987,25000
62005012,13440
62005117,35000
62005122,18000
62005171,27500
62005189,30000
62005199,25000
62005207,22500
62005253,27500
62005300,35000
62005385,27500
62005429,35000
62005446,25000
62005469,25000
62005521,30000
62005529,18000
62005535,25000
62005546,22500
62005555,18000
62005568,25000
62005609,17000
62005615,30000
62005626,25000
62005632,27500
62005644,22500
62005647,25000
62005682,25000
62005721,25000
62005742,30000
62005743,11884
62005750,22500
62005756,35000
62005771,27500
62005797,25000
62005834,25000
62005886,35000
62005930,11884
62006324,30000
62006423,36400
62006466,23040
62006760,35000
62006869,30000
62006888,14400
62007131,28800
62007205,25000
62007206,35000
62007220,35000
62007241,30000
62007319,45000
62007451,25000
62007472,62499
62007544,18000
62007575,35000
62007578,62499
62007605,23040
62007660,30000
62007691,25000
62007710,18000
62007735,11884
62007756,30000
62007798,25000
62007810,13440
62007921,27500
62007949,25000
62007993,30000
62007995,30000
62008019,22000
62008020,25000
62008026,11884
62008030,24000
62008031,18000
62008129,35000
62008160,35000
62008195,30000
62008461,13440
62008758,17000
62008952,30000
62008996,30000
62009021,15360
62009161,30000
62009195,30000
62009216,30000
62009261,30000
62009385,35000
62009389,30000
62009434,35000
62009519,35000
62009527,30000
62009551,25000
62009668,40000
62009689,40000
62009703,25000
62009714,30000
62009720,30000
62009736,37500
62009827,16800
62009843,20000
62009846,18000
62010067,40000
62010220,18000
62010271,18000
62010304,35000
62010310,18000
62010423,14400
62011071,35000
62011280,35000
62011290,45000
62011292,35000
62011366,35000
62011370,35000
62011389,30000
62011450,17000
62011478,22500
62011522,30000
62011678,22500
62011721,16800
62012268,40000
62012347,25000
62012357,18000
62012564,18000
62012894,30000
62012954,40000
62012986,18000
62013007,25000
62013185,18000
62013779,30000
62013890,22500
62013891,26000
62013896,22500
62013923,30000
62014186,22500
62014768,35000
62014902,30000
62014966,25000
62014987,15360
62015001,15360
62015054,15360
62015111,24000
62015445,25000
62017072,40000
62017092,20000
62017098,30000
62017118,35000
62017128,30000
62017142,18000
62017146,30000
62017203,35000
62017886,25000
62017900,25000
62017907,50000
62017924,35000
62017969,50000
62017976,35000
62018176,25000
62019378,25000
62019427,35000
62019479,30000
62019501,30000
62019502,25000
62019545,30000
62019546,25000
62112997,30000
62113314,30000
62113808,35000
62113821,35000
62114292,30000
62114307,35000
62114335,29172
62114454,30000
62114457,25000
62114503,35000
62114996,55000
62115930,40000
62115954,28800
62116581,50000
62116855,35000
62116945,18000
62117441,28000
62118542,50000
62118551,30000
62118558,30000
62118622,30000
62118779,40000
62119020,35000
62119102,30000
62119445,28800
62119466,40000
62119512,11884
62119656,45000
62119781,25000
62120060,30000
62120652,35000
62120920,35000
62121270,45000
62121284,30000
62121317,35000
62121363,35000
62121372,45000
62123758,40000
62124043,35000
62124154,35000
62124163,30000
62124786,35000
62125077,36000
62125471,25000
62125588,30000
62125599,35000
62125616,40000
62133083,35000
62158160,35000
62216670,45000
62269731,35000
62270006,35000
62380232,40000
62380402,40000
62381286,35000
62381567,40000
62430011,25000
62524877,35000
62524975,25000
62624383,27500
62665253,30000
62767473,17500
62892825,35000
62903173,30000
62903259,28000
62958433,30000
63045681,35000
63129905,11884
63129906,15360
63129914,11884
63546104,24000
63557179,30000
63639517,24000
63642923,30000
63646415,35000
63690403,35000
63690542,40000
63706536,35000
63706671,30000
63721816,30000
63721826,30000
63721839,30000
63721855,30000
63777258,40000
63778083,25000
63780485,50000
63791560,30000
63791580,30000
63791619,35000
63791624,40000
63791873,35000
63831077,35000
63858747,40000
63873837,17500
63875212,35000
63875219,35000
63875281,35000
63875312,40000
63875372,45000
63886574,30000
63886853,30000
63913818,35000
63914035,45000
63917295,27500
63917348,35000
63918225,35000
64032800,35000
64032836,35000
64032847,35000
64037752,18000
64070647,30000
64071645,45000
64071659,25000
64072837,30000
64078614,35000
64124491,18000
64128548,50000
64128566,35000
64130329,40000
64132962,23040
64140494,35000
64144391,30000
64144415,30000
64144821,30000
64144826,35000
64144828,30000
64144831,20000
64144868,35000
64144970,30000
64144971,35000
64145013,35000
64145170,35000
64145176,40000
64145429,30000
64145434,30000
64145438,30000
64145441,30000
64145456,30000
64145737,40000
64145948,18000
64209911,19200
64210607,25000
64340904,35000
64350151,45000
64350283,40000
64350295,40000
64353853,20000
64354105,30000
64478588,20000
64478651,30000
64508516,40000
64539635,35000
64548045,40000
64548085,35000
64548114,40000
64548142,40000
64548348,35000
64548361,30000
64548494,45000
64558829,45000
64558891,45000
64567187,27500
64573215,15360
64573290,14400
64573307,32500
64573309,34000
64573310,24000
64573328,32500
64573363,30000
64573410,35000
64573416,35000
64573428,30000
64573441,24000
64573448,24000
64573455,24000
64585497,30000
64585498,35000
64586096,27500
64586137,62499
64586450,30000
64587077,45000
64589634,22500
64593250,35000
64593951,22000
64595524,50000
64609224,23040
64663890,30000
64679031,55000
64689373,11884
64689515,30000
64693713,30000
64693792,35000
64693916,25000
64693968,35000
64694107,40000
64694132,45000
64694283,25000
64694440,35000
64709854,20000
64709935,20000
64710052,35000
64741225,42500
64747267,30000
64748224,30000
64748277,30000
64749633,35000
64750374,35000
64750412,30000
64751238,20000
64752727,30000
64763667,35000
64763687,30000
64764178,30000
64764409,35000
64764616,30000
64764856,30000
64767242,40000
64767247,40000
64767301,40000
64768157,45000
64779619,35000
64781619,18000
64787231,35000
64787256,35000
64791505,30000
64793349,30000
64796514,40000
64796545,45000
64796548,40000
64796550,35000
64796563,15360
64796571,35000
64796614,50000
64796645,45000
64796671,35000
64796679,35000
64796698,35000
64796741,45000
64796776,30000
64796805,25000
64796829,30000
64796997,45000
64797021,35000
64802082,30000
64802087,30000
64802113,35000
64802151,35000
64802158,36400
64803643,35000
64805987,23040
64808703,27500
64809220,37500
64809289,40000
64809604,30000
64810849,35000
64810864,35000
64811155,35000
64812566,35000
64813185,35000
64813284,30000
64813508,30000
64814381,35000
64820837,40000
64820842,40000
64821996,35000
64822022,25000
64822035,30000
64822078,13440
64822240,35000
64823180,25000
64824417,35000
64827147,45000
64828522,35000
64829079,30000
64830008,35000
64830634,40000
64831487,30000
64832073,35000
65028069,35000
65028232,35000
65055281,20000
65055703,35000
65056456,25000
65056597,35000
65075824,55000
65075964,13440
65076259,11884
65077467,45000
65081780,25000
65088604,35000
65093671,35000
65093850,30000
65095826,35000
65097111,40000
65101526,35000
65102290,25000
65102315,35000
65102321,30000
65103454,30000
65107237,35000
65107301,35000
65107786,55000
65112350,11884
65114146,11884
65114459,40000
65118300,30000
65126022,35000
65133780,30000
65153654,35000
65171194,30000
65171215,35000
65171259,35000
65171267,25000
65171305,35000
65171338,45000
65171409,35000
65171429,30000
65171432,35000
65171487,35000
65171503,40000
65171518,35000
65171522,75000
65171585,35000
65171664,32500
65171671,35000
65176414,36400
65179085,35000
65179087,14400
65179096,30000
65179105,24000
65179155,35000
65179196,23040
65179218,30000
65181090,30000
65183630,25000
65185328,25000
65186672,18000
65187598,30000
65187788,37500
65187961,35000
65188057,45000
65188609,35000
65188948,40000
65196322,35000
65196337,30000
65196338,35000
65196341,35000
65196347,35000
65196357,30000
65196359,30000
65196375,35000
65196401,35000
65196404,30000
65196405,30000
65196409,40000
65197474,30000
65197486,30000
65197506,30000
65197920,30000
65199664,45000
65201636,25000
65203762,25000
65209546,40000
65254046,35000
65277464,35000
65278972,40000
65279030,35000
65296689,30000
65296873,13440
65296948,45000
65297012,35000
65297190,45000
65299759,35000
65301833,35000
65317664,30000
65318023,30000
65318029,18000
65318196,35000
65318205,25000
65320039,35000
65321645,13440
65321673,24000
65322828,30000
65323168,30000
65326553,30000
65327287,35000
65327714,35000
65356981,19000
65357083,32500
65359766,35000
65367590,30000
65367603,35000
65421264,35000
65436948,25000
65436955,30000
65436965,55000
65436982,45000
65436999,35000
65437139,40000
65438622,40000
65438781,30000
65439014,32500
65439493,45000
65439610,35000
65440907,30000
65442096,30000
65442230,50000
65442584,30000
65443124,30000
65443691,35000
65443735,30000
65444076,30000
65444201,45000
65447190,30000
65447311,37500
65453140,45000
65453151,35000
65468296,16800
65470412,45000
65577720,30000
65578121,40000
65578960,35000
65578966,30000
65581430,30000
65591290,35000
65619895,30000
65648929,30000
65671578,30000
65673386,35000
65681813,40000
65681838,22500
65681852,35000
65681860,35000
65681871,37500
65681893,35000
65681920,45000
65681929,45000
65681933,30000
65681941,45000
65681950,35000
65681965,50000
65681980,45000
65681983,40000
65682012,32500
65682042,35000
65682056,45000
65682057,45000
65682082,45000
65688675,30000
65688875,30000
65692373,40000
65692459,25000
65746401,30000
65746737,30000
65747206,35000
65747335,35000
65747339,35000
65747397,30000
65772617,40000
65794361,35000
65794369,35000
65794548,30000
65794550,35000
65795009,35000
65795409,20000
65797472,11884
65798358,30000
65803425,32500
65811212,40000
65811317,35000
65825729,35000
65826395,35000
65840039,20000
65840053,35000
65840126,18000
65846070,35000
65860302,35000
65864441,30000
65864446,30000
65864643,40000
65865196,30000
65865252,40000
65865340,35000
65865345,40000
65865402,40000
65865408,40000
65867810,30000
65873635,30000
65876715,27500
65877165,40000
65879899,30000
65880166,30000
65880380,30000
65880512,20000
65887359,45000
65892799,37500
65894030,42500
65897873,30000
65898404,40000
65899668,35000
65899739,60000
65899791,35000
65899795,45000
65899862,35000
65899866,45000
65899885,45000
65899887,35000
65900242,35000
65901569,40000
65902107,35000
65903086,40000
65904266,35000
65980918,20000
66012583,30000
66012591,30000
66012594,30000
66012634,30000
66012654,40000
66012782,30000
66014654,45000
66021700,29172
66028055,35000
66028100,30000
66028288,14400
66028507,55000
66028804,45000
66028900,30000
66049382,32500
66051451,35000
66054758,11884
66054916,11884
66058702,30000
66058968,11884
66060285,14400
66060578,20000
66061184,35000
66061334,30000
66068928,35000
66071689,35000
66071694,13440
66071756,35000
66071760,35000
66072605,24000
66075577,35000
66075593,45000
66075644,55000
66076061,35000
66077037,35000
66079796,35000
66126854,35000
66126968,35000
66126988,30000
66127031,35000
66127063,35000
66127168,55000
66127179,35000
66127191,35000
66148772,18000
66148782,40000
66148794,17000
66148796,17000
66148938,25000
66149043,35000
66157418,35000
66159543,75000
66159558,62499
66159693,30000
66159765,18000
66159955,45000
66160024,18000
66160460,18000
66160614,30000
66161125,35000
66172643,35000
66178802,35000
66178851,30000
66178860,30000
66178897,30000
66179657,35000
66180691,30000
66184537,35000
66187716,30000
66190118,25000
66190249,25000
66190253,42500
66190272,23040
66190308,23040
66190314,26000
66190323,24960
66190361,30000
66190468,29000
66190494,30000
66190499,35000
66190504,14400
66190511,11884
66190528,42500
66190545,34000
66190546,30000
66190557,28800
66190577,13440
66190590,13440
66190593,35000
66190651,23040
66190696,17000
66190697,30000
66190710,19000
66190718,25000
66192190,30000
66195093,35000
66195118,35000
66195127,35000
66195130,35000
66195147,40000
66195171,40000
66195181,40000
66195197,35000
66195199,35000
66195207,35000
66195251,35000
66195253,35000
66195295,40000
66195296,35000
66195312,40000
66195340,35000
66195364,45000
66195397,40000
66195409,50000
66195480,35000
66195492,35000
66195512,25000
66197397,35000
66197398,35000
66204795,14400
66204902,40000
66256874,30000
66287893,25000
66298155,40000
66298393,35000
66299131,35000
66314419,35000
66314490,11884
66314536,40000
66314570,35000
66314592,25000
66314701,35000
66314923,13440
66315057,20000
66315061,28800
66315886,30000
66324942,25000
66328298,40000
66331080,11884
66334101,35000
66340437,30000
66340626,35000
66341380,24000
66341491,30000
66341595,30000
66341715,18000
66343657,20000
66343660,20000
66343670,45000
66344505,30000
66344595,35000
66367517,18000
66370408,25000
66372719,45000
66375801,40000
66376156,62499
66376207,25000
66376250,35000
66376524,40000
66377929,60000
66378077,30000
66386633,18000
66386663,35000
66386691,20000
66386699,20000
66386703,20000
66386722,25000
66386730,19000
66386744,30000
66396551,35000
66399663,35000
66405137,35000
66409388,45000
66409995,30000
66413679,30000
66416232,35000
66419709,14400
66425836,14400
66425856,30000
66425863,50000
66425887,30000
66425904,30000
66425915,30000
66425930,30000
66425938,28800
66426054,30000
66426060,11884
66426063,11884
66426144,15360
66426184,30000
66426195,24000
66426231,30000
66426246,28800
66426292,13440
66426319,30000
66426322,30000
66426324,35000
66434393,35000
66434403,35000
66434443,32500
66434536,45000
66434680,35000
66434864,40000
66434866,40000
66434873,40000
66434906,30000
66434913,30000
66435226,30000
66436413,35000
66436502,20000
66442963,30000
66446513,30000
66450719,35000
66451414,24000
66466271,30000
66473486,30000
66497775,50000
66497860,30000
66497983,45000
66498037,50000
66499334,30000
66501157,30000
66501173,35000
66502129,35000
66502300,30000
66502387,11884
66504479,36400
66504527,30000
66506064,20000
66506344,18000
66506919,35000
66507219,40000
66508025,30000
66508105,27500
66508225,30000
66508261,20000
66509031,25000
66509110,30000
66509275,27500
66509288,30000
66509483,30000
66514246,30000
66515023,30000
66518980,36400
66518992,35000
66521735,25000
66521893,15360
66522316,30000
66522390,16800
66522405,25000
66522624,25000
66522654,30000
66523129,32500
66523168,32500
66523407,25000
66523625,35000
66523667,19200
66523735,35000
66523738,45000
66523832,25000
66523835,30000
66524117,35000
66536275,19000
66536301,13440
66536305,11884
66536306,11884
66536336,15000
66536351,30000
66536359,17000
66536369,11884
66536376,35000
66536384,55000
66536391,11884
66536414,18000
66536416,35000
66536418,35000
66536424,30000
66536527,30000
66536536,25000
66536539,14400
66536595,30000
66536615,30000
66536626,25000
66536659,16000
66536663,40000
66536664,13440
66536689,90000
66536732,15000
66536754,19000
66536758,30000
66536778,11884
66536785,35000
66536895,11884
66536914,11884
66536924,30000
66536937,30000
66536962,30000
66536963,11884
66536983,35000
66537018,11884
66537102,11884
66537114,35000
66537125,30000
66537126,30000
66537316,30000
66537540,30000
66537584,35000
66537680,35000
66537691,45000
66537741,35000
66537949,30000
66538066,25000
66538104,11884
66538135,18000
66538138,35000
66538140,11884
66538182,35000
66538271,18000
66538304,30000
66538305,35000
66538331,11884
66538339,25000
66538375,19000
66538382,11884
66538396,30000
66538414,19000
66538416,24000
66538433,11884
66538458,30000
66538480,30000
66538538,35000
66538548,30000
66538549,35000
66538551,35000
66540362,30000
66540401,30000
66540402,11884
66540559,11884
66540580,11884
66540599,11884
66540602,18000
66540631,35000
66540681,19000
66540756,35000
66540785,11884
66540862,35000
66540863,14400
66540920,13440
66540950,13440
66541049,30000
66541056,30000
66541058,30000
66541070,30000
66541072,11884
66541116,35000
66541173,11884
66541182,30000
66541206,30000
66541209,30000
66541216,30000
66541231,11884
66541237,30000
66541267,11884
66541276,30000
66541380,23040
66541389,30000
66541444,35000
66541462,30000
66541774,15000
66541864,11884
66542374,35000
66542376,30000
66542429,14400
66542478,19200
66542488,30000
66542544,16800
66542569,14400
66542576,60000
66542970,30000
66542981,11884
66542993,30000
66543009,32500
66543010,35000
66543027,45000
66543031,18000
66543034,25000
66543065,35000
66543245,30000
66543263,35000
66543351,35000
66543353,11884
66543377,11884
66543382,30000
66543476,11884
66543662,24960
66543763,30000
66543780,35000
66543925,11884
66543958,35000
66543998,30000
66544078,25000
66544104,11884
66544165,35000
66544187,30000
66544208,30000
66544211,19200
66544307,35000
66544337,11884
66544351,30000
66544426,23040
66544536,24000
66544940,35000
66545152,30000
66545458,25000
66545489,30000
66545640,30000
66545675,25000
66545681,13440
66545690,18000
66545885,18000
66546487,18000
66546521,20000
66546663,22500
66547030,11884
66547182,24000
66547388,30000
66547502,30000
66547553,20000
66547623,11884
66548269,11884
66549288,36400
66549621,30000
66551066,30000
66552500,28800
66552592,30000
66552607,18000
66552667,18000
66552745,35000
66552844,30000
66552862,40000
66552881,30000
66552889,35000
66552982,25000
66553236,45000
66553289,40000
66553291,45000
66553378,45000
66553404,35000
66553405,45000
66553945,35000
66554005,35000
66554567,35000
66555587,35000
66555808,13440
66555870,40000
66556679,35000
66557146,30000
66557147,35000
66557150,30000
66557418,35000
66558616,30000
66559752,35000
66559754,35000
66559794,45000
66559807,40000
66559820,40000
66559824,62499
66561846,35000
66562222,35000
66565762,35000
66565764,30000
66565767,35000
66573446,55000
66574018,30000
66574374,35000
66574383,35000
66574412,50000
66574419,30000
66574423,35000
66574463,35000
66574477,35000
66574482,45000
66575410,30000
66575442,40000
66575456,13440
66575473,25000
66575483,25000
66575491,11884
66575507,30000
66575512,30000
66577038,30000
66577442,35000
66577462,25000
66577470,35000
66577508,35000
66577705,35000
66577740,35000
66577763,40000
66577839,35000
66578083,30000
66578084,19200
66578578,35000
66578589,30000
66578637,35000
66578826,60000
66579368,30000
66579378,30000
66581657,25000
66581967,35000
66582065,60000
66582147,35000
66582228,35000
66583680,35000
66583700,35000
66583761,55000
66583791,35000
66583832,25000
66584066,30000
66584157,19000
66584287,40000
66584515,40000
66584799,15000
66584819,30000
66585019,30000
66587421,32500
66587916,40000
66588315,30000
66588578,22000
66588657,30000
66588921,18000
66588985,25000
66589130,30000
66589146,19000
66590676,30000
66590686,35000
66590689,35000
66593970,40000
66594016,30000
66594099,45000
66595765,45000
66595799,50000
66596093,35000
66596738,30000
66596790,35000
66597374,35000
66599459,50000
66600241,25000
66600353,35000
66600358,35000
66600373,30000
66600407,25000
66600427,22000
66600470,30000
66600495,45000
66600500,27500
66600502,35000
66600518,35000
66600532,62499
66600547,25000
66600580,32500
66601355,14400
66601382,34000
66601384,11884
66601388,30000
66601401,41000
66601411,30000
66601416,30000
66601417,28800
66601427,30000
66601430,30000
66601470,24000
66601549,30000
66601550,30000
66601566,30000
66601676,30000
66601684,14400
66601696,24000
66602745,22000
66602835,40000
66602929,30000
66604431,35000
66606067,35000
66606072,30000
66606080,45000
66606087,25000
66606089,35000
66606156,30000
66606183,45000
66606186,55000
66606250,35000
66606252,45000
66606329,35000
66606404,40000
66606441,40000
66606465,30000
66607086,40000
66608152,30000
66608673,55000
66608698,30000
66608882,37500
66609371,40000
66610071,45000
66610073,35000
